,nfl_id,esb_id,gsis_id,full_name,last_name,dob,pfr_id,first_name,height,weight,college,draft_year,draft_position,combine_forty,combine_bench_reps,combine_broad_jump,combine_shuttle,combine_cone,combine_vertical
3414,2505644,BRA498855,00-0022142,Colin Branch,Branch,1980-03-02,BranCo20,Colin,71.0,205.0,Stanford,2003.0,119.0,4.4,22.0,119.0,,,36.0
3415,2505432,MAN517093,00-0021900,Ricky Manning,Manning,1980-11-18,MannRi20,Ricky,69.0,185.0,UCLA,2003.0,82.0,4.52,12.0,117.0,4.17,7.11,36.5
3416,2505270,CIU563610,00-0021493,Vinny Ciurciu,Ciurciu,1980-05-02,CiurVi20,Vinny,72.0,240.0,Clemson,,,,,,,,
3417,2505425,YOU619803,00-0021886,Walter Young,Young,1979-12-07,YounWa00,Walter,76.0,220.0,Illinois,2003.0,226.0,4.54,,121.0,4.25,6.9,39.0
3418,2505653,MOO216281,00-0022151,Casey Moore,Moore,1980-07-26,,,,,,,,,,,,,
3419,2505648,MOO787263,00-0022146,Kindal Moorehead,Moorehead,1978-10-14,MoorKi20,Kindal,74.0,285.0,Alabama,2003.0,145.0,5.0,22.0,104.0,4.57,7.71,32.0
3420,2505627,NEL133180,00-0022125,Bruce Nelson,Nelson,1979-05-12,NelsBr20,Bruce,77.0,301.0,Iowa,2003.0,50.0,5.26,21.0,,,,
3421,2505631,SEI479292,00-0022129,Mike Seidman,Seidman,1981-02-11,SeidMi00,Mike,76.0,261.0,UCLA,2003.0,76.0,4.8,20.0,,,,
3422,2505497,GAG105904,00-0021982,Justin Gage,Gage,1981-01-24,GageJu00,Justin,76.0,204.0,Missouri,2003.0,143.0,4.45,,,,,
3423,2505623,GRO597298,00-0022121,Rex Grossman,Grossman,1980-08-23,GrosRe00,Rex,73.0,225.0,Florida,2003.0,22.0,5.06,,,,,
3424,2505620,HAY697375,00-0022118,Michael Haynes,Haynes,1980-09-13,HaynMi20,Michael,76.0,274.0,Penn St.,2003.0,14.0,4.87,23.0,109.0,,,30.5
3425,2505498,HIL693349,00-0021983,Hunter Hillenmeyer,Hillenmeyer,1980-10-28,HillHu20,Hunter,76.0,238.0,Vanderbilt,2003.0,166.0,,,,,,
3426,2505466,AND116483,00-0021950,Bryan Anderson,Anderson,1980-03-30,AndeBr22,Bryan,76.0,320.0,Pittsburgh,2003.0,261.0,,,,,,
3427,2505569,LAF132154,00-0022062,Tron LaFavor,LaFavor,1979-11-27,LaFaTr20,Tron,74.0,290.0,Florida,2003.0,171.0,5.08,26.0,106.0,,,28.0
3428,2505343,BAR227547,00-0021648,Brooks Barnard,Barnard,1979-11-04,BarnBr20,Brooks,74.0,188.0,Maryland,,,,,,,,
3429,2505630,BRI150227,00-0022128,Lance Briggs,Briggs,1980-11-12,BrigLa99,Lance,73.0,244.0,Arizona,2003.0,68.0,4.75,25.0,113.0,,,33.0
3430,2505419,JOH627195,00-0021868,Robert Johnson,Johnson,1980-06-20,JohnRo04,Robert,78.0,278.0,Auburn,,,4.96,18.0,115.0,4.47,7.15,33.5
3431,2505468,JOH690503,00-0021952,Todd Johnson,Johnson,1978-12-18,JohnTo20,Todd,73.0,200.0,Florida,2003.0,100.0,4.56,19.0,117.0,4.19,7.01,33.5
3432,2505458,FOR532743,00-0021938,Brock Forsey,Forsey,1980-02-11,ForsBr00,Brock,71.0,203.0,Boise St.,2003.0,206.0,,,,,,
3433,2505625,TIL389442,00-0022123,Charles Tillman,Tillman,1981-02-23,TillCh20,Charles,74.0,210.0,Louisiana,2003.0,35.0,4.49,12.0,131.0,3.89,7.05,40.0
3434,2505646,WAD319482,00-0022144,Bobby Wade,Wade,1981-02-25,WadeBo00,Bobby,70.0,195.0,Arizona,2003.0,139.0,4.66,,115.0,4.11,7.01,34.5
3435,2505401,WOR677265,00-0021808,Cameron Worrell,Worrell,1979-12-14,WorrCa20,Cameron,71.0,194.0,Fresno St.,,,,,,,,
3436,2505441,ODO152560,00-0021914,Joe Odom,Odom,1979-12-14,OdomJo20,Joe,73.0,238.0,Purdue,2003.0,191.0,4.6,26.0,,,,
3437,2505403,REI271628,00-0021813,Gabe Reid,Reid,1977-05-28,ReidGa00,Gabe,75.0,253.0,BYU,,,4.82,23.0,119.0,4.32,7.49,37.0
3438,2505642,SCO415511,00-0022140,Ian Scott,Scott,1981-11-08,ScotIa20,Ian,75.0,302.0,Florida,2003.0,116.0,5.16,28.0,99.0,5.0,8.12,28.5
3439,2505473,ABD666569,00-0021957,Khalid Abdullah,Abdullah,1979-03-06,AbduKh20,Khalid,74.0,227.0,Mars Hill,2003.0,136.0,4.61,26.0,126.0,4.25,7.13,36.5
3440,2505434,KOO129429,00-0021902,Scott Kooistra,Kooistra,1980-10-14,KooiSc20,Scott,78.0,335.0,North Carolina St.,2003.0,215.0,5.14,28.0,103.0,4.62,7.95,31.0
3441,2505643,JOH341507,00-0022141,Jeremi Johnson,Johnson,1980-09-04,JohnJe00,Jeremi,71.0,275.0,Indiana,2003.0,118.0,4.9,20.0,103.0,,,29.0
3442,2505624,STE195838,00-0022122,Eric Steinbach,Steinbach,1980-04-04,SteiEr20,Eric,78.0,295.0,Iowa,2003.0,33.0,4.96,,119.0,4.42,7.36,36.0
3443,2505453,WAL652190,00-0021931,Kevin Walter,Walter,1981-08-04,WaltKe00,Kevin,75.0,216.0,East. Michigan,2003.0,255.0,,,,,,
3444,2505670,WAS400893,00-0022171,Kelley Washington,Washington,1979-08-21,WashKe00,Kelley,75.0,217.0,Tennessee,2003.0,65.0,4.42,,,,,
3445,2505638,WEA400453,00-0022136,Dennis Weathersby,Weathersby,1980-06-16,WeatDe20,Dennis,73.0,204.0,Oregon St.,2003.0,98.0,4.38,9.0,125.0,4.13,7.14,38.0
3446,2505438,MOO468609,00-0021907,Langston Moore,Moore,1981-07-17,MoorLa20,Langston,73.0,303.0,South Carolina,2003.0,174.0,5.04,29.0,104.0,4.29,7.64,32.0
3447,2505245,PAL249055,00-0021429,Carson Palmer,Palmer,1979-12-27,PalmCa00,Carson,77.0,235.0,USC,2003.0,1.0,4.65,,,,,
3448,2505617,PAT433735,00-0022115,Elton Patterson,Patterson,1981-06-03,PattEl20,Elton,74.0,271.0,Central Florida,2003.0,259.0,,,,,,
3449,2505334,ROB242627,00-0021630,Terrell Roberts,Roberts,1981-04-07,RobeTe20,Terrell,70.0,197.0,Oregon St.,,,4.63,18.0,117.0,4.26,7.12,34.0
3450,2505668,GAR023506,00-0022169,Antonio Garay,Garay,1979-11-30,GaraAn20,Antonio,76.0,320.0,Boston Col.,2003.0,195.0,4.9,,,,,
3451,2505323,KLA036642,00-0021600,Chuck Klabo,Klabo,1979-09-12,,,,,,,,,,,,,
3452,2505321,HYB385627,00-0021592,Nate Hybl,Hybl,1980-05-01,,,,,,,,,,,,,
3453,2505324,IDO444955,00-0021604,Israel Idonije,Idonije,1980-11-17,IdonIs20,Israel,78.0,275.0,Manitoba,,,,,,,,
3454,2504814,ISR048076,00-0020632,Ron Israel,Israel,1978-01-05,IsraRo20,Ron,72.0,212.0,Notre Dame,,,4.6,20.0,121.0,,,
3455,2505667,LEH042292,00-0022168,Michael Lehan,Lehan,1979-11-25,LehaMi20,Michael,72.0,190.0,Minnesota,2003.0,152.0,4.48,13.0,119.0,4.15,6.95,34.5
3456,2505329,BOD194145,00-0021612,Leigh Bodden,Bodden,1981-09-24,BoddLe20,Leigh,73.0,193.0,Duquesne,,,,,,,,
3457,2505325,JON166930,00-0021605,C.J. Jones,Jones,1980-09-20,,,,,,,,,,,,,
3458,2505308,MAD434475,00-0021563,Nick Maddox,Maddox,1980-12-11,MaddNi20,Nick,71.0,209.0,Florida St.,,,4.65,18.0,115.0,4.5,7.33,33.5
3459,2505328,COA670396,00-0021609,Sherrod Coates,Coates,1978-12-22,CoatSh20,Sherrod,74.0,225.0,Western Kentucky,,,,,,,,
3460,2505666,CRO017900,00-0022167,Chris Crocker,Crocker,1980-03-09,CrocCh20,Chris,71.0,197.0,Marshall,2003.0,84.0,,,,,,
3461,2505322,DEM087494,00-0021599,Enoch DeMar,DeMar,1980-09-07,DeMaEn20,Enoch,76.0,317.0,Indiana,,,5.63,22.0,90.0,5.1,8.35,22.5
3462,2505657,FAI112720,00-0022157,Jeff Faine,Faine,1981-04-06,FainJe20,Jeff,75.0,291.0,Notre Dame,2003.0,21.0,5.18,,,,,
3463,2505274,FRO666178,00-0021500,Derrick Frost,Frost,1980-11-25,FrosDe20,Derrick,76.0,208.0,Northern Iowa,,,,,,,,
3464,2505676,SUG404790,00-0022180,Lee Suggs,Suggs,1980-08-11,SuggLe00,Lee,72.0,210.0,Virginia Tech,2003.0,115.0,4.44,,,,,
3465,2505665,THO499357,00-0022166,Chaun Thompson,Thompson,1980-05-22,ThomCh23,Chaun,74.0,250.0,West Texas A&M,2003.0,52.0,4.58,29.0,123.0,4.22,7.01,35.5
3466,2505326,UNC355964,00-0021607,Mason Unck,Unck,1980-03-30,UnckMa20,Mason,75.0,238.0,Arizona St.,,,,,,,,
3467,2504870,MIL140432,00-0020781,Ben Miller,Miller,1979-08-18,,,,,,,,,,,,,
3468,2505235,MUS705174,00-0021403,Chad Mustard,Mustard,1977-10-08,MustCh00,Chad,78.0,277.0,North Dakota,,,,,,,,
3469,2505647,PON708299,00-0022145,Ryan Pontbriand,Pontbriand,1979-10-01,PontRy20,Ryan,74.0,255.0,Rice,2003.0,142.0,,,,,,
3470,2505639,JAM110655,00-0022137,Bradie James,James,1981-01-17,JameBr20,Bradie,74.0,240.0,LSU,2003.0,103.0,4.71,,113.0,4.54,7.53,32.5
3471,2505672,BIC402541,00-0022174,Erik Bickerstaff,Bickerstaff,1980-07-25,BickEr00,Erik,72.0,230.0,Wisconsin,,,,,,,,
3472,2505679,BRO129700,00-0022193,Jermaine Brooks,Brooks,1979-04-11,BrooJe20,Jermaine,75.0,285.0,Arkansas,,,,,,,,
3473,2505582,JOH031383,00-0022079,Al Johnson,Johnson,1979-01-27,JohnAl22,Al,77.0,311.0,Wisconsin,2003.0,38.0,4.95,,,,,
3474,2505549,SHA171501,00-0022040,Scott Shanle,Shanle,1979-11-23,ShanSc20,Scott,74.0,245.0,Nebraska,2003.0,251.0,4.72,20.0,111.0,4.32,7.27,31.0
3475,2505536,SMI828252,00-0022024,Zuriel Smith,Smith,1980-01-15,SmitZu00,Zuriel,71.0,166.0,Hampton,2003.0,186.0,,,,,,
3476,2505356,TUC358648,00-0021681,Torrin Tucker,Tucker,1979-12-25,TuckTo20,Torrin,78.0,315.0,Southern Miss,,,5.35,,103.0,4.97,8.39,30.0
3477,2505629,WIT559021,00-0022127,Jason Witten,Witten,1982-05-06,WittJa00,Jason,78.0,263.0,Tennessee,2003.0,69.0,4.65,25.0,,,,31.0
3478,2505552,NEW475575,00-0022045,Terence Newman,Newman,1978-09-04,NewmTe20,Terence,70.0,197.0,Kansas St.,2003.0,5.0,4.37,,136.0,3.83,6.88,41.0
3479,2505353,ONE502972,00-0021677,Keith O'Neil,O'Neil,1980-08-26,ONeiKe20,Keith,72.0,240.0,Northern Arizona,,,,,,,,
3480,2505291,POW266357,00-0021532,Jemeel Powell,Powell,1980-08-29,PoweJe20,Jemeel,72.0,185.0,California,,,,,,,,
3481,2505354,ROM787981,00-0021678,Tony Romo,Romo,1980-04-21,RomoTo00,Tony,74.0,230.0,East. Illinois,,,5.01,,105.0,4.2,7.11,30.0
3482,2505654,SAN079144,00-0022153,Jeff Sanchez,Sanchez,1981-01-21,,,,,,,,,,,,,
3483,2505615,GAL689674,00-0022113,Ahmaad Galloway,Galloway,1980-03-10,,,,,,,,,,,,,
3484,2505598,GRI242242,00-0022095,Quentin Griffin,Griffin,1981-01-12,GrifQu00,Quentin,67.0,198.0,Oklahoma,2003.0,108.0,4.48,21.0,123.0,4.08,,38.0
3485,2504952,ADA144366,00-0021006,Charlie Adams,Adams,1979-10-23,AdamCh00,Charlie,74.0,190.0,Hofstra,,,,,,,,
3486,2504849,ALE559046,00-0020728,P.J. Alexander,Alexander,1978-12-23,AlexP.20,P.J.,76.0,297.0,Syracuse,,,5.38,,102.0,4.73,7.9,29.5
3487,2504402,ALM295318,00-0019936,Luis Almanzar,Almanzar,1976-12-15,,,,,,,,,,,,,
3488,2504808,JAC428455,00-0020617,Nate Jackson,Jackson,1979-06-04,JackNa00,Nate,75.0,235.0,Menlo,,,,,,,,
3489,2505446,MAD652759,00-0021921,Adrian Madise,Madise,1980-03-23,MadiAd00,Adrian,71.0,215.0,TCU,2003.0,158.0,4.49,,119.0,4.26,7.32,32.0
3490,2505522,EAS421290,00-0022010,Nick Eason,Eason,1980-05-29,EasoNi20,Nick,75.0,305.0,Clemson,2003.0,114.0,5.17,29.0,102.0,,,
3491,2505577,FOS316410,00-0022074,George Foster,Foster,1980-06-09,FostGe20,George,77.0,338.0,Georgia,2003.0,20.0,5.23,,100.0,,,27.0
3492,2504955,SYK492723,00-0021011,Jashon Sykes,Sykes,1979-09-25,SykeJa20,Jashon,74.0,236.0,Colorado,,,4.68,23.0,116.0,4.34,7.25,34.5
3493,2504999,YOU149072,00-0021104,Chris Young,Young,1980-01-23,YounCh20,Chris,72.0,210.0,Georgia Tech,2002.0,228.0,4.63,23.0,121.0,,,38.5
3494,2505524,MCN300213,00-0022012,Bryant McNeal,McNeal,1979-07-13,,,,,,,,,,,,,
3495,2505543,MIT196707,00-0022033,Clint Mitchell,Mitchell,1980-09-21,,,,,,,,,,,,,
3496,2505222,NEW468877,00-0021378,Russell Newman,Newman,1980-06-16,,,,,,,,,,,,,
3497,2505586,PIE458487,00-0022083,Terry Pierce,Pierce,1981-06-21,PierTe20,Terry,73.0,251.0,Kansas St.,2003.0,51.0,4.78,28.0,,,,27.5
3498,2505413,SAP597435,00-0021845,Cecil Sapp,Sapp,1978-12-23,SappCe00,Cecil,71.0,229.0,Colorado St.,,,4.55,,,,,
3499,2505469,HOL770101,00-0021953,Terrence Holt,Holt,1980-03-05,HoltTe20,Terrence,74.0,208.0,North Carolina St.,2003.0,137.0,4.55,13.0,122.0,4.03,6.99,34.5
3500,2505488,KIR244820,00-0021973,David Kircus,Kircus,1980-02-19,KircDa00,David,74.0,192.0,Grand Valley St.,2003.0,175.0,,,,,,
3501,2505288,LAZ069214,00-0021527,Shawn Lazarus,Lazarus,1978-11-08,,,,,,,,,,,,,
3502,2505563,BAB566467,00-0022056,Rod Babers,Babers,1980-10-06,BabeRo20,Roderick,69.0,190.0,Texas,2003.0,123.0,,,,,,
3503,2505555,BAI578256,00-0022048,Boss Bailey,Bailey,1979-10-14,BailBo20,Boss,75.0,233.0,Georgia,2003.0,34.0,4.58,,135.0,,,42.0
3504,2505289,COB794336,00-0021528,Avon Cobourne,Cobourne,1979-03-06,CoboAv00,Avon,68.0,205.0,West Virginia,,,4.7,21.0,112.0,4.18,7.21,31.5
3505,2505358,COL089722,00-0021684,Colin Cole,Cole,1980-06-24,ColeCo20,Colin,74.0,325.0,Iowa,,,5.22,29.0,103.0,4.75,7.85,31.0
3506,2505344,CUR481474,00-0021649,Julius Curry,Curry,1979-05-17,CurrJu20,Julius,72.0,195.0,Michigan,,,,,,,,
3507,2505474,DAV420862,00-0021958,James Davis,Davis,1979-04-26,DaviJa24,James,73.0,221.0,West Virginia,2003.0,144.0,,,,,,
3508,2505287,FIT799665,00-0021525,Casey Fitzsimmons,Fitzsimmons,1980-10-10,FitzCa00,Casey,76.0,258.0,Carroll (MT),,,,,,,,
3509,2505518,PIN725546,00-0022006,Artose Pinner,Pinner,1978-01-05,PinnAr00,Artose,70.0,229.0,Kentucky,2003.0,99.0,4.68,,,,,
3510,2505510,RED327892,00-0021998,Cory Redding,Redding,1980-11-15,ReddCo20,Cory,76.0,318.0,Texas,2003.0,66.0,4.88,24.0,,,,
3511,2505575,ROG139198,00-0022072,Charles Rogers,Rogers,1981-05-23,RogeCh01,Charles,74.0,202.0,Michigan St.,2003.0,2.0,4.4,,,,,
3512,2504916,JAC051459,00-0020887,Bobby Jackson,Jackson,1979-10-03,,,,,,,,,,,,,
3513,2505436,LEE313283,00-0021905,James Lee,Lee,1980-03-12,LeexJa21,James,77.0,325.0,Oregon St.,2003.0,147.0,4.98,23.0,106.0,4.69,7.78,30.0
3514,2504859,LEW217860,00-0020755,Devin Lewis,Lewis,1979-07-22,,,,,,,,,,,,,
3515,2505502,BAR443417,00-0021990,Nick Barnett,Barnett,1981-05-27,BarnNi20,Nick,74.0,228.0,Oregon St.,2003.0,29.0,4.67,32.0,123.0,4.08,7.0,34.5
3516,2505465,JOH128710,00-0021949,Chris Johnson,Johnson,1979-09-25,JohnCh26,Chris,73.0,200.0,Blinn College (TX),2003.0,245.0,,,,,,
3517,2505236,JOH626820,00-0021405,Rob Johnson,Johnson,1979-04-20,,,,,,,,,,,,,
3518,2504428,CHA724223,00-0019997,Antonio Chatman,Chatman,1979-02-12,ChatAn00,Antonio,68.0,182.0,Cincinnati,,,,,,,,
3519,2505479,COC112820,00-0021964,Earl Cochran,Cochran,1981-04-19,CochEa20,Earl,77.0,284.0,Alabama St.,,,,,,,,
3520,2505449,CUR671775,00-0021924,Brennan Curtin,Curtin,1980-06-30,,,,,,,,,,,,,
3521,2505483,FOR068922,00-0021968,Carl Ford,Ford,1980-10-08,FordCa00,Carl,72.0,180.0,Toledo,2003.0,256.0,,,,,,
3522,2504807,TAT125514,00-0020615,Adam Tate,Tate,1978-05-22,,,,,,,,,,,,,
3523,2504002,WIL547250,00-0019191,Travis Williams,Williams,1978-05-22,,,,,,,,,,,,,
3524,2505514,PET336351,00-0022002,Kenny Peterson,Peterson,1978-11-21,PeteKe21,Kenny,75.0,295.0,Ohio St.,2003.0,79.0,4.8,,,,,
3525,2505585,JOP504282,00-0022082,Bennie Joppru,Joppru,1980-01-05,JoppBe00,Bennie,76.0,262.0,Michigan,2003.0,41.0,4.78,19.0,109.0,,,30.5
3526,2505237,ARM213829,00-0021406,Derick Armstrong,Armstrong,1979-04-02,ArmsDe00,Derick,74.0,211.0,Ark-Monticello,,,,,,,,
3527,2505618,HOL255667,00-0022116,Tony Hollings,Hollings,1981-12-01,HollTo00,Tony,70.0,216.0,Georgia Tech,2003.0,1.0,,,,,,
3528,2504956,KEN756406,00-0021018,Rashod Kent,Kent,1980-06-07,KentRa20,Rashod,78.0,275.0,Rutgers,,,,,,,,
3529,2505551,JOH056462,00-0022044,Andre Johnson,Johnson,1981-07-11,JohnAn02,Andre,75.0,229.0,Miami (FL),2003.0,3.0,4.41,,132.0,,,39.0
3530,2504937,JON330539,00-0020965,Garrick Jones,Jones,1978-12-02,,,,,,,,,,,,,
3531,2505437,BUR511652,00-0021906,Curry Burns,Burns,1981-02-12,BurnCu20,Curry,72.0,216.0,Louisville,2003.0,217.0,4.56,19.0,120.0,4.16,7.04,36.0
3532,2505494,DAV265343,00-0021979,Domanick Williams,Williams,1980-10-01,,,,,,,,,,,,,
3533,2505404,DAV429465,00-0021815,Jason Davis,Davis,1980-09-12,,,,,,,,,,,,,
3534,2504874,DAW357752,00-0020789,Curry Dawson,Dawson,1979-08-04,,,,,,,,,,,,,
3535,2505320,FRE364269,00-0021591,Rober' Freeman,Freeman,1981-08-28,,,,,,,,,,,,,
3536,2505493,WAN194145,00-0021978,Seth Wand,Wand,1979-08-06,WandSe20,Seth,79.0,330.0,NW Missouri St.,2003.0,75.0,5.14,20.0,107.0,4.5,7.61,31.5
3537,2505420,MAR735796,00-0021869,Terrance Martin,Martin,1979-07-06,MartTe20,Terrance,74.0,290.0,North Carolina St.,,,5.15,30.0,,,,
3538,2505331,ORR526035,00-0021616,Shantee Orr,Orr,1981-05-28,OrrxSh20,Shantee,72.0,250.0,Michigan,,,,,,,,
3539,2505559,PEE415289,00-0022052,Antwan Peek,Peek,1979-10-29,PeekAn20,Antwan,73.0,230.0,Cincinnati,2003.0,67.0,4.65,21.0,125.0,4.35,7.07,37.0
3540,2505244,PIT102869,00-0021427,Bryan Pittman,Pittman,1977-01-20,PittBr20,Bryan,75.0,270.0,Washington,,,,,,,,
3541,2505387,POW257357,00-0021770,Jamal Powell,Powell,1981-04-10,,,,,,,,,,,,,
3542,2505594,RAG336187,00-0022091,Dave Ragone,Ragone,1979-10-03,RagoDa00,Dave,76.0,245.0,Louisville,2003.0,88.0,4.99,,101.0,4.36,7.42,30.5
3543,2505572,JUN099668,00-0022065,Cato June,June,1979-11-18,JuneCa99,Cato,72.0,227.0,Michigan,2003.0,198.0,4.61,,113.0,,,35.0
3544,2504862,HIC348459,00-0020761,Brandon Hicks,Hicks,1977-11-17,HickBr20,Brandon,72.0,282.0,Bowling Green,,,,,,,,
3545,2505338,ART318732,00-0021640,Tom Arth,Arth,1981-05-11,,,,,,,,,,,,,
3546,2505390,LOP552891,00-0021777,Tom Lopienski,Lopienski,1979-06-12,LopiTo20,Tom,72.0,246.0,Notre Dame,,,4.75,24.0,111.0,4.24,7.53,34.0
3547,2505265,BRA070078,00-0021484,Gary Brackett,Brackett,1980-05-23,BracGa20,Gary,71.0,235.0,Rutgers,,,,,,,,
3548,2505664,CLA236596,00-0022165,Dallas Clark,Clark,1979-06-12,ClarDa00,Dallas,75.0,252.0,Iowa,2003.0,24.0,4.65,,123.0,,,37.5
3549,2505661,DOS264111,00-0022162,Mike Doss,Doss,1981-03-24,DossMi20,Mike,70.0,207.0,Ohio St.,2003.0,58.0,4.45,,,,,
3550,2505267,FLO581265,00-0021487,Anthony Floyd,Floyd,1981-02-01,FloyAn20,Anthony,70.0,202.0,Louisville,,,4.6,19.0,117.0,4.2,7.09,33.5
3551,2505610,FRE512823,00-0022108,Makoa Freitas,Freitas,1979-11-23,FreiMa20,Makoa,76.0,307.0,Arizona,2003.0,208.0,5.05,36.0,95.0,4.92,8.24,24.5
3552,2505658,STR373040,00-0022158,Donald Strickland,Strickland,1980-11-24,StriDo20,Donald,70.0,185.0,Colorado,2003.0,90.0,4.53,16.0,121.0,4.04,6.98,35.5
3553,2505568,WHI648574,00-0022061,Keyon Whiteside,Whiteside,1980-01-31,WhitKe20,Keyon,72.0,229.0,Tennessee,2003.0,162.0,4.8,27.0,111.0,4.34,7.32,29.0
3554,2505566,MAT227229,00-0022059,Robert Mathis,Mathis,1981-02-26,MathRo20,Robert,74.0,245.0,Alabama A&M,2003.0,138.0,,,,,,
3555,2505391,MOO778612,00-0021780,Aaron Moorehead,Moorehead,1980-11-05,MoorAa00,Aaron,75.0,200.0,Illinois,,,,,,,,
3556,2505392,NEW713667,00-0021782,Jim Newton,Newton,1978-10-13,NewtJi20,Jim,81.0,297.0,Utah St.,,,,,,,,
3557,2505484,PYA622937,00-0021969,Brad Pyatt,Pyatt,1980-04-16,PyatBr00,Brad,71.0,195.0,Kentucky,,,,,,,,
3558,2505393,RID222086,00-0021785,Darrell Rideaux,Rideaux,1979-12-27,,,,,,,,,,,,,
3559,2505599,SCI674847,00-0022096,Steve Sciullo,Sciullo,1980-08-27,SciuSt20,Steve,77.0,330.0,Marshall,2003.0,122.0,5.48,23.0,98.0,4.72,7.85,28.0
3560,2505433,GIL013698,00-0021901,Tony Gilbert,Gilbert,1979-10-16,GilbTo20,Tony,72.0,245.0,Georgia,2003.0,210.0,4.86,19.0,109.0,,,27.5
3561,2504806,GRA766862,00-0020613,Quinn Gray,Gray,1979-05-21,GrayQu00,Quinn,75.0,246.0,Florida A&M,,,,,,,,
3562,2505606,GRE250333,00-0022103,Brandon Green,Green,1980-09-05,GreeBr20,Brandon,75.0,264.0,Rice,2003.0,176.0,4.78,19.0,105.0,4.32,7.23,32.0
3563,2505254,HAN176494,00-0021460,Cortez Hankton,Hankton,1981-01-20,HankCo00,Cortez,72.0,200.0,Texas Southern,,,,,,,,
3564,2505541,ADA193052,00-0022031,Blue Adams,Adams,1979-10-15,AdamBl20,Blue,69.0,182.0,Cincinnati,2003.0,220.0,,,,,,
3565,2504459,ALL097954,00-0020058,David Allen,Allen,1978-02-05,AlleDa00,David,69.0,195.0,Kansas St.,,,4.62,15.0,111.0,,,31.0
3566,2505673,LEF677964,00-0022177,Byron Leftwich,Leftwich,1980-01-14,LeftBy00,Byron,77.0,250.0,Marshall,2003.0,7.0,4.85,,,,,
3567,2505255,LEO693707,00-0021461,Matt Leonard,Leonard,1979-11-07,LeonMa20,Matt,75.0,301.0,Stanford,,,4.97,30.0,95.0,4.56,7.53,26.0
3568,2505253,BRO341929,00-0021457,Chris Brown,Brown,1978-05-09,BrowCh25,Chris,73.0,195.0,Ala-Birmingham,,,4.59,15.0,126.0,4.13,7.05,35.5
3569,2505611,MAC464461,00-0022109,Malaefou MacKenzie,MacKenzie,1979-07-24,MacKMa20,Malaefou,70.0,238.0,USC,2003.0,218.0,4.67,,,,,
3570,2505592,MAN790614,00-0022089,Vince Manuwai,Manuwai,1980-07-12,ManuVi20,Vince,74.0,312.0,Hawaii,2003.0,72.0,5.06,27.0,107.0,4.4,7.59,29.5
3571,2505256,MAR268430,00-0021462,Seth Marler,Marler,1981-03-27,,,,,,,,,,,,,
3572,2505259,SMI413424,00-0021466,Joe Smith,Smith,1979-08-26,,,,,,,,,,,,,
3573,2505564,TOE080750,00-0022057,LaBrandon Toefield,Toefield,1980-09-24,ToefLa00,LaBrandon,71.0,232.0,LSU,2003.0,132.0,4.6,19.0,,,,
3574,2505495,WRI007709,00-0021980,George Wrighster,Wrighster,1981-04-01,WrigGe00,George,75.0,250.0,Oregon,2003.0,104.0,4.89,16.0,115.0,,7.24,34.5
3575,2505583,MAT211558,00-0022080,Rashean Mathis,Mathis,1980-08-27,MathRa99,Rashean,73.0,195.0,Bethune-Cookman,2003.0,39.0,4.45,22.0,123.0,4.17,7.09,38.5
3576,2505609,OGD407791,00-0022106,Marques Ogden,Ogden,1980-11-15,,,,,,,,,,,,,
3577,2505258,ROM401787,00-0021464,Brett Romberg,Romberg,1979-10-10,RombBr20,Brett,74.0,293.0,Miami (FL),,,5.2,27.0,99.0,4.65,8.16,27.5
3578,2505241,HOR108764,00-0021424,Chris Horn,Horn,1977-07-13,HornCh00,Chris,71.0,195.0,Rocky Mountain,,,,,,,,
3579,2505417,BAT477699,00-0021866,Julian Battle,Battle,1981-07-11,BattJu20,Julian,74.0,205.0,Tennessee,2003.0,92.0,4.45,,,,,
3580,2505475,BLA028553,00-0021959,Jordan Black,Black,1980-01-28,BlacJo20,Jordan,77.0,305.0,Notre Dame,2003.0,153.0,5.18,,106.0,4.5,7.65,30.0
3581,2505491,JOH399484,00-0021976,Larry Johnson,Johnson,1979-11-19,JohnLa00,Larry,73.0,235.0,Penn St.,2003.0,27.0,4.45,19.0,,,,
3582,2505545,SHA450279,00-0022035,Montique Sharpe,Sharpe,1980-03-10,SharMo20,Montique,74.0,296.0,Wake Forest,2003.0,230.0,,,,,,
3583,2505318,WAR232926,00-0021588,LaShaun Ward,Ward,1980-09-22,WardLa20,LaShaun,71.0,198.0,California,,,,,,,,
3584,2505476,WIL078164,00-0021960,Jimmy Wilkerson,Wilkerson,1981-01-04,WilkJi20,Jimmy,74.0,270.0,Oklahoma,2003.0,189.0,4.91,29.0,114.0,4.4,7.45,34.5
3585,2505487,WIL161175,00-0021972,Brett Williams,Williams,1980-05-02,WillBr21,Brett,77.0,321.0,Florida St.,2003.0,113.0,5.25,,99.0,5.01,8.57,27.5
3586,2505485,MIT375441,00-0021970,Kawika Mitchell,Mitchell,1979-10-10,MitcKa20,Kawika,73.0,253.0,Georgia,2003.0,47.0,4.69,25.0,117.0,4.24,7.32,37.0
3587,2505319,REE484166,00-0021589,Tank Reese,Reese,1980-10-10,ReesAl21,Allen,70.0,294.0,Kansas St.,,,,,,,,
3588,2504036,FUR643990,00-0019281,Mike Furrey,Furrey,1977-03-12,FurrMi00,Mike,72.0,190.0,Ohio St.,,,,,,,,
