,pfr_id,last_name,first_name,height,weight,dob,college,draft_year,draft_position,combine_forty,combine_bench_reps,combine_broad_jump,combine_shuttle,combine_cone,combine_vertical,gsis_id
1783,ConnJo00,Conner,John,71,240,1987-06-08,Kentucky,2010.0,139.0,4.64,24.0,111.0,4.32,7.15,35.0,00-0027739
1784,ConnKa99,Conner,Kavell,73,225,1987-02-23,Clemson,2010.0,240.0,4.59,24.0,110.0,4.6,7.36,33.5,00-0027831
1785,ConnDa21,Connolly,Dan,76,305,1982-09-02,SE Missouri St.,,,5.19,22.0,108.0,4.54,7.65,28.5,00-0022979
1786,ConnDa99,Connor,Dan,75,233,1985-11-02,Penn St.,2008.0,74.0,4.67,,,,,,00-0026214
1787,ConnSc20,Connot,Scott,75,216,1981-06-24,South Dakota St.,,,,,,,,,00-0022390
1788,ConoSe20,Conover,Sean,77,262,1984-07-31,Bucknell,,,,,,,,,00-0023871
1789,ConrCh20,Conrad,Chris,78,301,1975-05-27,Fresno St.,1998.0,66.0,,,,,,,00-0003388
1790,ConrMa00,Conrath,Matt,79,290,1989-08-11,Virginia,,,,,,,,,00-0028878
1791,ConsSe20,Considine,Sean,72,212,1982-12-17,Iowa,2005.0,102.0,4.5,19.0,117.0,3.92,7.09,37.0,00-0023537
1792,ContCh00,Conte,Chris,74,203,1989-02-23,California,2011.0,93.0,4.52,18.0,127.0,4.19,7.01,35.5,00-0028031
1793,ConwCu00,Conway,Curtis,73,196,1971-01-13,USC,1993.0,7.0,,,,,,,00-0003396
1794,ConwEr00,Conwell,Ernie,74,255,1972-08-17,Washington,1996.0,59.0,,,,,,,00-0003400
1795,CookAn20,Cook,Anthony,75,295,1972-05-30,South Carolina St.,1995.0,35.0,,,,,,,00-0003404
1796,CookCh99,Cook,Chris,74,200,1987-02-15,Virginia,2010.0,34.0,4.45,7.0,132.0,4.23,6.88,38.0,00-0027649
1797,CookCo00,Cook,Connor,76,215,1993-01-29,Michigan St.,2016.0,100.0,4.79,,113.0,4.28,7.21,33.0,00-0032893
1798,CookDa01,Cook,Dalvin,70,210,1995-08-10,Florida St.,2017.0,41.0,4.49,22.0,116.0,4.53,7.27,30.5,00-0033893
1799,CookDa20,Cook,Damion,77,335,1979-04-16,Bethune-Cookman,,,,,,,,,00-0020143
1800,CookEm99,Cook,Emanuel,70,214,1988-01-20,South Carolina,,,4.57,18.0,116.0,,,35.0,00-0026648
1801,CookEr00,Cook,Erik,78,320,1987-07-05,New Mexico,2010.0,229.0,5.55,19.0,94.0,4.99,8.24,25.0,00-0027821
1802,CookJa00,Cook,Jameel,70,237,1979-02-08,Illinois,2001.0,174.0,4.8,17.0,108.0,4.38,7.55,29.5,00-0020391
1803,CookJa02,Cook,Jared,77,254,1987-04-07,South Carolina,2009.0,89.0,4.49,23.0,123.0,,,41.0,00-0027061
1804,CookKy20,Cook,Kyle,75,295,1983-07-25,Michigan St.,,,,,,,,,00-0024670
1805,CookRa20,Cook,Rashard,71,205,1977-04-18,USC,1999.0,184.0,,,,,,,00-0003422
1806,CookRy20,Cook,Ryan,78,325,1983-05-08,New Mexico,2006.0,51.0,5.47,28.0,97.0,4.66,7.93,26.5,00-0024266
1807,CookLo00,Cooke,Logan,77,200,1995-07-28,Mississippi St.,2018.0,247.0,,,,,,,00-0034437
1808,CookBr00,Cooks,Brandin,70,183,1993-09-25,Oregon St.,2014.0,20.0,4.33,16.0,120.0,3.81,6.76,36.0,00-0031236
1809,CoolCh00,Cooley,Chris,75,255,1982-07-11,Utah St.,2004.0,81.0,4.87,22.0,115.0,4.19,7.21,33.0,00-0022738
1810,CoonTr00,Coons,Travis,74,199,1992-02-06,Washington,,,,,,,,,00-0031112
1811,CoopAm00,Cooper,Amari,73,210,1994-06-17,Alabama,2015.0,4.0,4.42,,120.0,3.98,6.71,33.0,00-0031544
1812,CoopAn00,Cooper,Andre,74,210,1975-06-21,Florida St.,,,,,,,,,00-0003441
1813,CoopCh20,Cooper,Chris,77,285,1977-02-27,Nebraska-Omaha,2001.0,184.0,4.95,24.0,114.0,4.21,7.12,35.5,00-0020422
1814,CoopDe20,Cooper,Deke,75,215,1977-10-18,Notre Dame,,,,,,,,,00-0019293
1815,CoopJa20,Cooper,Jarrod,72,210,1978-03-31,Kansas St.,2001.0,143.0,4.45,,130.0,3.9,6.87,41.5,00-0020409
1816,CoopJo21,Cooper,Jon,75,290,1986-10-01,Oklahoma,,,5.09,31.0,105.0,4.6,7.46,29.5,00-0026580
1817,CoopJo01,Cooper,Jonathan,74,308,1990-01-19,North Carolina,2013.0,7.0,5.07,35.0,108.0,4.84,7.78,27.0,00-0030590
1818,CoopJo20,Cooper,Josh,76,255,1980-12-05,Mississippi,,,,,,,,,00-0022588
1819,CoopJo00,Cooper,Josh,70,190,1989-01-08,Oklahoma St.,,,4.65,11.0,,,,,00-0028930
1820,CoopMa00,Cooper,Marcus,74,197,1990-02-01,Rutgers,2013.0,252.0,,,,,,,00-0030127
1821,CoopMa21,Cooper,Marquis,75,213,1982-03-11,Washington,2004.0,79.0,4.55,25.0,121.0,4.12,7.02,36.5,00-0022898
1822,CoopPh00,Cooper,Pharoh,71,208,1995-03-07,South Carolina,2016.0,117.0,4.52,15.0,115.0,,,31.0,00-0033111
1823,CoopRa00,Cooper,Rafael,71,205,1975-01-08,Minnesota,,,,,,,,,00-0019725
1824,CoopRi00,Cooper,Riley,75,214,1987-09-09,Florida,2010.0,159.0,4.53,,114.0,,,33.0,00-0027758
1825,CoopSt20,Cooper,Stephen,73,235,1979-06-19,Maine,,,,,,,,,00-0021544
1826,CoopXa00,Cooper,Xavier,76,300,1991-11-30,Washington St.,2015.0,96.0,4.86,29.0,110.0,4.37,7.23,29.0,00-0032061
1827,CopeBr00,Copeland,Brandon,75,263,1991-07-02,Pennsylvania,,,,,,,,,00-0030010
1828,CopeDa00,Copeland,Damian,73,182,1990-10-17,Louisville,,,4.5,12.0,120.0,3.9,6.53,40.0,00-0030818
1829,CopeJo20,Copeland,John,75,285,1970-09-20,Alabama,1993.0,5.0,,,,,,,00-0003470
1830,CoplQu00,Coples,Quinton,78,284,1990-06-22,North Carolina,2012.0,16.0,4.69,25.0,109.0,4.78,7.57,31.5,00-0029559
1831,CoppTe00,Copper,Terrance,72,207,1982-03-12,East Carolina,,,4.53,,116.0,4.31,7.34,35.5,00-0022388
1832,CorbAu00,Corbett,Austin,76,306,1995-09-05,Nevada,2018.0,33.0,5.15,19.0,106.0,4.5,7.87,28.0,00-0034261
1833,CordJi00,Cordle,Jim,76,297,1987-08-22,Ohio St.,,,,,,,,,00-0027264
1834,CordJo20,Cordova,Jorge,73,241,1981-09-25,Nevada,2004.0,86.0,4.65,22.0,,4.16,7.25,35.5,00-0022856
1835,CoreCo00,Core,Cody,75,205,1994-04-17,Mississippi,2016.0,199.0,4.47,14.0,119.0,,,31.5,00-0032795
1836,CornJa00,Cornell,Jack,78,315,1989-06-04,Illinois,,,,,,,,,00-0029373
1837,CornRe99,Corner,Reggie,70,175,1983-11-17,Akron,2008.0,114.0,,,,,,,00-0026254
1838,CornPa00,Cornick,Paul,78,310,1989-03-15,North Dakota St.,,,5.3,25.0,,,,,00-0029662
1839,CorrKa00,Correa,Kamalei,75,241,1994-04-27,Boise St.,2016.0,42.0,4.69,21.0,108.0,,,33.0,00-0032386
1840,CortJo20,Corto,Jon,72,208,1984-09-13,Sacred Heart,,,,,,,,,00-0025764
1841,CoryQu20,Coryatt,Quentin,75,250,1970-08-01,Texas A&M,1992.0,2.0,,,,,,,00-0003504
1842,CosbDe00,Cosby,DeMarco,75,240,1988-07-02,,,,,,,,,,00-0028815
1843,CosbQu00,Cosby,Quan,69,191,1982-12-23,Texas,,,4.5,,,4.47,7.28,,00-0026716
1844,CostDa20,Costa,Dave,77,307,1978-09-08,Wisconsin,,,5.34,17.0,,,,,00-0019998
1845,CostPh00,Costa,Phil,75,307,1987-07-11,Maryland,,,,,,,,,00-0027417
1846,CostBl20,Costanzo,Blake,73,235,1984-04-14,Lafayette,,,,,,,,,00-0024129
1847,CostBr20,Costello,Brad,72,231,1974-12-24,Michigan St.,,,,,,,,,00-0003512
1848,CostJu20,Coston,Junius,76,325,1983-11-05,North Carolina A&T,2005.0,143.0,5.31,21.0,102.0,4.56,7.93,29.5,00-0023361
1849,CotaCh20,Cota,Chad,73,198,1971-08-08,Oregon,1995.0,209.0,,,,,,,00-0003516
1850,CotcJe00,Cotchery,Jerricho,73,205,1982-06-16,North Carolina St.,2004.0,108.0,4.54,,121.0,3.91,6.93,36.0,00-0022811
1851,CottBr00,Cottam,Brad,80,271,1984-11-28,Tennessee,2008.0,76.0,4.63,24.0,,,,33.0,00-0026216
1852,CottLe00,Cotton,Lester,76,335,1996-02-20,,,,,,,,,,00-0035117
1853,CoucTi00,Couch,Tim,76,220,1977-07-31,Kentucky,1999.0,1.0,,,,,,,00-0003535
1854,CougEd00,Coughman,Edawn,76,313,1988-07-21,Shaw,,,,,,,,,00-0029650
1855,CounBl00,Countess,Blake,70,191,1993-08-08,Auburn,2016.0,196.0,,,,,,,00-0032793
1856,CoupJe00,Couplin,Jerome,74,215,1991-08-31,William & Mary,,,,,,,,,00-0030722
1857,CousTe20,Cousin,Terry,69,181,1975-03-11,South Carolina,,,,,,,,,00-0003547
1858,CousKi00,Cousins,Kirk,75,202,1988-08-19,Michigan St.,2012.0,102.0,4.84,,109.0,4.5,7.05,28.5,00-0029604
1859,CousOn00,Cousins,Oniel,76,315,1984-06-29,Texas-El Paso,2008.0,99.0,5.11,23.0,107.0,4.8,7.9,24.5,00-0026239
1860,CoutKe00,Coutee,Keke,71,180,1997-01-14,Texas Tech,2018.0,103.0,4.43,14.0,113.0,4.15,6.93,34.5,00-0034366
1861,CoutBr00,Coutu,Brandon,71,188,1984-09-29,Georgia,2008.0,235.0,,,,,,,00-0026375
1862,CoviCh01,Covington,Chris,74,245,1996-01-03,Indiana,2018.0,193.0,4.78,23.0,,,,,00-0034410
1863,CoviCh00,Covington,Christian,74,305,1993-10-16,Rice,2015.0,216.0,4.9,,,,,,00-0031619
1864,CoviSc00,Covington,Scott,74,217,1976-01-17,Miami (FL),1999.0,245.0,,,,,,,00-0003557
1865,CowaRa00,Coward,Rashaad,77,326,1994-11-06,Old Dominion,,,,,,,,,00-0033631
1866,CowaBy00,Cowart,Byron,75,300,1996-05-20,Maryland,2019.0,159.0,5.16,26.0,111.0,,,30.0,00-0035278
1867,CowaSa00,Cowart,Sam,74,245,1975-02-26,Florida St.,1998.0,39.0,,,,,,,00-0003563
1868,CowsJa00,Cowser,James,75,231,1990-09-13,Southern Utah,,,,,,,,,00-0032929
1869,CowsDe20,Cowsette,Delbert,73,290,1977-09-03,Maryland,2000.0,216.0,,,,,,,00-0018965
1870,CoylBr00,Coyle,Brock,73,245,1990-10-12,Montana,,,,,,,,,00-0030770
1871,CrabSh99,Crable,Shawn,77,241,1984-12-26,Michigan,2008.0,78.0,4.61,29.0,111.0,4.55,7.29,28.0,00-0026218
1872,CrabMi00,Crabtree,Michael,73,215,1987-09-14,Texas Tech,2009.0,10.0,4.54,,,,,,00-0026986
1873,CrabTo00,Crabtree,Tom,77,244,1985-11-04,Miami (OH),,,,,,,,,00-0026878
1874,CracRi00,Cracraft,River,72,198,1994-11-01,Washington St.,,,,,,,,,00-0034054
1875,CrafJa20,Craft,Jason,70,187,1976-02-13,Colorado St.,1999.0,160.0,,,,,,,00-0003597
1876,CraiDa00,Craig,Dameyune,73,200,1974-04-19,Auburn,,,,,,,,,00-0003600
1877,CramCa00,Cramer,Casey,74,248,1982-01-05,Dartmouth,2004.0,228.0,,,,,,,00-0022886
1878,CravSu00,Cravens,Su'a,73,224,1995-07-07,USC,2016.0,53.0,4.58,16.0,114.0,,,27.0,00-0032767
1879,CravAa00,Craver,Aaron,72,218,1968-12-18,Fresno St.,1991.0,60.0,,,,,,,00-0003610
1880,CravKe20,Craver,Keyuo,70,195,1980-08-22,Nebraska,2002.0,125.0,4.62,13.0,123.0,,,31.0,00-0021243
1881,CrawCa00,Crawford,Casey,78,255,1977-08-01,Virginia,,,4.83,18.0,,,,,00-0019093
1882,CrawJa00,Crawford,Jack,77,288,1988-09-07,Penn St.,2012.0,158.0,4.74,,116.0,4.25,7.15,33.0,00-0029627
1883,CrawJa01,Crawford,James,74,239,1994-12-02,Illinois,,,,,,,,,00-0034881
1884,CrawKe00,Crawford,Keith,74,188,1970-11-21,Howard Payne,,,,,,,,,00-0003619
1885,CrawRi00,Crawford,Richard,71,192,1990-08-01,SMU,2012.0,213.0,,,,,,,00-0028996
1886,CrawTy00,Crawford,Tyrone,76,290,1989-11-22,Boise St.,2012.0,81.0,4.82,28.0,113.0,4.44,7.09,33.0,00-0029641
1887,CrawVe20,Crawford,Vernon,76,245,1974-06-25,Florida St.,1997.0,159.0,,,,,,,00-0003629
1888,CrawXa00,Crawford,Xavier,71,187,1995-12-10,Central Michigan,2019.0,195.0,,,,,,,00-0035293
1889,CrawKe02,Crawley,Ken,73,180,1993-02-08,Colorado,,,,,,,,,00-0032875
1890,CrayPa00,Crayton,Patrick,72,205,1979-04-07,NW Oklahoma St.,2004.0,216.0,,,,,,,00-0022766
1891,CrecGa20,Crecion,Gabe,77,255,1977-07-09,UCLA,,,,,,,,,00-0021421
1892,CribJo01,Cribbs,Josh,73,192,1983-06-09,Kent St.,,,,,,,,,00-0023176
1893,CricSc00,Crichton,Scott,75,273,1991-10-30,Oregon St.,2014.0,72.0,4.84,24.0,108.0,4.29,7.19,31.5,00-0031283
1894,CricJa00,Crick,Jared,76,285,1989-08-21,Nebraska,2012.0,126.0,4.91,,104.0,4.4,7.47,31.0,00-0029417
1895,CrinJu00,Criner,Juron,75,224,1989-12-12,Arizona,2012.0,168.0,4.66,17.0,117.0,4.3,7.15,38.0,00-0029702
1896,CrisSh20,Criss,Shadwick,71,184,1976-01-11,Missouri,,,,,,,,,00-0018934
1897,CrocCh20,Crocker,Chris,71,197,1980-03-09,Marshall,2003.0,84.0,,,,,,,00-0022167
1898,CrocHe20,Crockett,Henri,74,240,1974-10-28,Florida St.,1997.0,100.0,,,,,,,00-0003660
1899,CrocJo00,Crockett,John,72,215,1992-02-16,North Dakota St.,,,4.62,15.0,125.0,4.25,7.15,40.0,00-0031826
1900,CrocRa20,Crockett,Ray,70,185,1967-01-05,Baylor,1989.0,86.0,,,,,,,00-0003661
1901,CrocZa00,Crockett,Zack,74,240,1972-12-02,Florida St.,1995.0,79.0,,,,,,,00-0003663
1902,CromAn20,Cromartie,Antonio,74,210,1984-04-15,Florida St.,2006.0,19.0,4.47,18.0,132.0,,,38.0,00-0024234
1903,CromMa01,Cromartie,Marcus,72,195,1990-12-03,Wisconsin,,,,,,,,,00-0030317
1904,CromDa00,Cromartie-Smith,Da'Mon,74,210,1987-02-17,Texas-El Paso,,,,,,,,,00-0027239
1905,CrooJa00,Croom,Jason,77,246,1994-02-28,Tennessee,,,,,,,,,00-0033627
1906,CrooLa00,Croom,Larry,70,205,1981-10-29,Arizona,,,,,,,,,00-0022384
1907,CrosCl21,Crosby,Clifton,70,179,1974-09-17,Maryland,,,,,,,,,00-0003676
1908,CrosMa20,Crosby,Mason,73,207,1984-09-03,Colorado,2007.0,193.0,5.18,,,,,,00-0025580
1909,CrosMa00,Crosby,Maxx,77,255,1997-08-22,East. Michigan,2019.0,106.0,4.66,,122.0,4.13,6.89,36.0,00-0034973
1910,CrosPh00,Crosby,Phillip,72,242,1976-11-05,Tennessee,,,,,,,,,00-0019353
1911,CrosTy00,Crosby,Tyrell,76,310,1995-09-05,Oregon,2018.0,153.0,5.23,17.0,105.0,4.77,7.89,30.0,00-0034390
1912,CrosAl00,Cross,Alan,73,235,1993-05-02,Memphis,,,,,,,,,00-0032745
1913,CrosHo00,Cross,Howard,77,270,1967-08-08,Alabama,1989.0,158.0,,,,,,,00-0003681
1914,CrosKe00,Crossen,Keion,70,185,1996-04-17,West. Carolina,2018.0,243.0,,,,,,,00-0034435
1915,CrosCo00,Croston,Cole,77,310,1993-12-25,Iowa,,,,,,,,,00-0033383
1916,CrowCh20,Crowder,Channing,74,250,1983-12-02,Florida,2005.0,70.0,4.71,,,,,,00-0023505
1917,CrowJa00,Crowder,Jamison,69,177,1993-06-17,Duke,2015.0,105.0,4.56,10.0,115.0,4.32,7.17,37.0,00-0031941
1918,CrowTi99,Crowder,Tim,76,272,1985-06-30,Texas,2007.0,56.0,4.69,32.0,111.0,4.32,7.28,30.5,00-0025443
1919,CrowAn20,Crowell,Angelo,73,235,1981-08-16,Virginia,2003.0,94.0,4.73,25.0,,4.29,7.08,32.5,00-0022004
1920,CrowGe00,Crowell,Germane,75,213,1976-09-13,Virginia,1998.0,50.0,,,,,,,00-0003700
1921,CrowIs00,Crowell,Isaiah,71,225,1993-01-08,Alabama St.,,,4.57,23.0,117.0,,,38.0,00-0030656
1922,CroyBr00,Croyle,Brodie,74,206,1983-02-06,Alabama,2006.0,85.0,4.88,,104.0,4.25,7.34,30.5,00-0024300
1923,CruiDa00,Cruikshank,Dane,73,209,1995-04-27,Arizona,2018.0,152.0,4.41,25.0,121.0,4.24,6.89,38.5,00-0034389
1924,CrumAn00,Crummey,Andrew,77,309,1984-10-22,Maryland,,,5.32,,,,,,00-0026395
1925,CrumAl00,Crumpler,Alge,74,275,1977-12-23,North Carolina,2001.0,35.0,4.76,22.0,112.0,4.43,7.38,34.0,00-0020285
1926,CrumCa00,Crumpler,Carlester,78,260,1971-09-05,East Carolina,1994.0,202.0,,,,,,,00-0003715
1927,CrutBu20,Crutchfield,Buddy,72,196,1976-03-07,North Carolina Central,,,,,,,,,00-0003718
1928,CrutDa20,Crutchfield,Darrel,72,177,1979-02-26,Clemson,,,,,,,,,00-0019925
1929,CruzRo00,Cruz,Ronnie,72,237,1981-06-11,Northern State Univ.,,,,,,,,,00-0022564
1930,CruzVi00,Cruz,Victor,72,204,1986-11-11,Massachusetts,,,,,,,,,00-0027265
1931,CudjJe00,Cudjo,Jermelle,74,293,1986-09-28,Central Oklahoma,,,,,,,,,00-0027248
1932,CudjYa00,Cudjoe-Virgil,Yannick,74,250,1992-11-28,Maryland,,,,,,,,,00-0032033
1933,CulbQu99,Culberson,Quinton,73,240,1985-10-21,Mississippi St.,,,4.77,18.0,113.0,,,29.5,00-0024565
1934,CulkSe00,Culkin,Sean,77,255,1993-06-11,Missouri,,,,,,,,,00-0033696
1935,CullCh00,Culliver,Chris,72,199,1988-08-17,South Carolina,2011.0,80.0,4.36,,123.0,4.08,6.88,38.5,00-0028018
1936,CulpBr20,Culpepper,Brad,73,275,1969-05-08,Florida,1992.0,264.0,,,,,,,00-0003738
1937,CulpDa00,Culpepper,Daunte,76,260,1977-01-28,Central Florida,1999.0,11.0,,,,,,,00-0003739
1938,CulvTy20,Culver,Tyrone,73,210,1983-07-06,Fresno St.,2006.0,185.0,,,,,,,00-0024399
1939,CumbJe00,Cumberland,Jeff,76,249,1987-05-02,Illinois,,,,,,,,,00-0027321
1940,CummJo20,Cummings,Joe,74,242,1974-06-08,Wyoming,,,,,,,,,00-0003748
1941,CummKe20,Cummings,Kenwin,75,270,1986-07-23,Wingate,,,,,,,,,00-0026013
1942,CunnB.00,Cunningham,B.J.,73,211,1989-05-29,Michigan St.,2012.0,183.0,4.52,12.0,116.0,,7.1,31.5,00-0029564
1943,CunnBe01,Cunningham,Benny,70,218,1990-07-07,Middle Tenn. St.,,,,,,,,,00-0029795
1944,CunnJe99,Cunningham,Jermaine,74,248,1988-08-24,Florida,2010.0,53.0,4.89,,,,,,00-0027661
1945,CunnJe00,Cunningham,Jerome,76,254,1991-05-25,,,,,,,,,,00-0031462
1946,CunnJu00,Cunningham,Justice,75,258,1991-01-14,South Carolina,2013.0,254.0,4.94,,116.0,4.45,7.12,31.5,00-0030129
1947,CunnKo00,Cunningham,Korey,78,305,1995-05-17,Cincinnati,2018.0,254.0,,,,,,,00-0034687
1948,CunnRa00,Cunningham,Randall,76,212,1963-03-27,UNLV,1985.0,37.0,,,,,,,00-0003761
1949,CunnZa00,Cunningham,Zach,75,238,1994-12-12,Vanderbilt,2017.0,57.0,4.67,15.0,125.0,4.29,7.03,35.0,00-0033547
1950,CurlDa20,Curley,Dan,76,254,1978-04-25,East. Washington,2003.0,148.0,4.63,17.0,118.0,4.53,7.47,35.5,00-0022015
1951,CurrRe99,Curran,Rennie,71,225,1988-11-10,Georgia,2010.0,97.0,4.75,25.0,,,,34.5,00-0027698
1952,CurrAi00,Currie,Airese,71,185,1982-11-16,Clemson,2005.0,140.0,4.49,,125.0,4.07,7.05,38.0,00-0023574
1953,CurrJu00,Currie,Justin,74,230,1993-09-19,West. Michigan,,,,,,,,,00-0031738
1954,CurrAa99,Curry,Aaron,74,250,1986-04-06,Wake Forest,2009.0,4.0,4.52,25.0,124.0,4.51,7.15,37.0,00-0026981
1955,CurrCl20,Curry,Clarence,73,190,1981-12-07,Villanova,,,,,,,,,00-0022661
1956,CurrDe20,Curry,DeMarcus,77,332,1975-04-30,Auburn,,,,,,,,,00-0003780
1957,CurrDo00,Curry,Dominique,74,227,1987-08-16,California (PA),,,,,,,,,00-0027520
1958,CurrDo21,Curry,Donte,73,233,1978-07-22,Morris Brown,,,,,,,,,00-0019852
1959,CurrEr20,Curry,Eric,77,270,1970-02-03,Alabama,1993.0,6.0,,,,,,,00-0003781
1960,CurrJu20,Curry,Julius,72,195,1979-05-17,Michigan,,,,,,,,,00-0021649
1961,CurrMa20,Curry,Markus,71,181,1981-04-07,Michigan,,,4.59,12.0,117.0,3.89,7.04,35.0,00-0023370
1962,CurrRo01,Curry,Ronald,74,220,1979-05-28,North Carolina,2002.0,235.0,4.59,,115.0,4.11,7.06,35.0,00-0021337
1963,CurrSc20,Curry,Scott,77,300,1975-12-25,Montana,1999.0,203.0,,,,,,,00-0003788
1964,CurrVi00,Curry,Vinny,75,279,1988-06-30,Marshall,2012.0,59.0,4.87,,110.0,4.4,6.9,32.0,00-0029412
1965,CurtCa20,Curtis,Canute,74,250,1974-08-04,West Virginia,1997.0,176.0,,,,,,,00-0003794
1966,CurtKe00,Curtis,Kevin,72,186,1978-07-17,Utah St.,2003.0,74.0,4.42,,122.0,3.99,6.76,36.0,00-0022001
1967,CurtTo00,Curtis,Tony,77,251,1983-02-11,Portland St.,,,4.93,21.0,115.0,,,,00-0023179
1968,CushBr99,Cushing,Brian,75,255,1987-01-24,USC,2009.0,15.0,4.64,30.0,120.0,4.22,6.84,35.0,00-0026991
1969,CushMa00,Cushing,Matt,76,255,1975-07-02,Illinois,,,,,,,,,00-0003803
1970,CutlJa00,Cutler,Jay,75,231,1983-04-29,Vanderbilt,2006.0,11.0,4.77,23.0,,4.26,7.1,,00-0024226
1971,CutrJa00,Cutrera,Jacob,75,238,1988-05-18,LSU,,,,,,,,,00-0027501
1972,CuttAu00,Cutting,Austin,75,245,1996-10-27,Air Force,2019.0,250.0,,,,,,,00-0035709
1973,CyprJo00,Cyprien,Johnathan,73,211,1990-07-29,Florida International,2013.0,33.0,4.64,,,,,38.5,00-0030538
1974,DImpRy00,D'Imperio,Ryan,74,241,1987-08-15,Rutgers,2010.0,237.0,,,,,,,00-0027612
1975,DachCa20,Dach,Carson,73,253,1980-09-29,East. Michigan,,,,,,,,,00-0021918
1976,DacuWe99,Dacus,Weston,73,232,1985-09-19,Arkansas,,,,,,,,,00-0026450
1977,DahlCr99,Dahl,Craig,73,207,1985-06-17,North Dakota St.,,,4.55,17.0,122.0,4.26,6.69,35.0,00-0024796
1978,DahlHa20,Dahl,Harvey,77,308,1981-06-24,Nevada,,,5.42,17.0,99.0,4.58,8.15,27.0,00-0023180
1979,DahlJo00,Dahl,Joe,76,310,1993-04-09,Washington St.,2016.0,151.0,5.18,28.0,109.0,4.77,7.64,31.0,00-0032418
1980,DailCa20,Dailey,Casey,75,249,1975-06-11,Northwestern,1998.0,134.0,,,,,,,00-0003825
1981,DaleDe00,Daley,Dennis,78,325,1996-08-07,South Carolina,2019.0,212.0,5.23,20.0,103.0,4.92,7.95,26.5,00-0035300
1982,DalmCh20,Dalman,Chris,75,287,1970-03-15,Stanford,1993.0,166.0,,,,,,,00-0003835
1983,DaltAn00,Dalton,Andy,74,220,1987-10-29,TCU,2011.0,35.0,4.83,,106.0,4.27,6.93,29.5,00-0027973
1984,DaltAn20,Dalton,Antico,73,240,1975-12-31,Hampton,1999.0,199.0,,,,,,,00-0003837
1985,DaltLi20,Dalton,Lional,73,315,1975-02-21,East. Michigan,,,,,,,,,00-0003838
1986,DangJo00,Dangerfield,Jordan,71,199,1990-12-25,Towson,,,,,,,,,00-0030023
1987,DaniCh00,Daniel,Chase,72,229,1986-10-07,Missouri,,,4.79,,,4.31,7.28,33.0,00-0026544
1988,DaniRo01,Daniel,Robertson,73,205,1991-10-01,BYU,,,,,,,,,00-0031878
1989,DaniTr00,Daniel,Trevor,73,231,1994-12-08,Tennessee,,,,,,,,,00-0034626
1990,DaniB.00,Daniels,B.J.,71,217,1988-10-24,South Florida,2013.0,237.0,,,,,,,00-0030120
1991,DaniDa02,Daniels,Darrell,75,256,1994-11-22,Washington,,,4.55,17.0,116.0,4.47,7.09,32.0,00-0033258
1992,DaniJa01,Daniels,James,75,305,1997-09-13,Iowa,2018.0,39.0,,21.0,108.0,4.4,7.29,30.5,00-0034347
1993,DaniKa00,Daniels,Kahzin,76,240,1995-10-26,,,,,,,,,,00-0035469
1994,DaniLe00,Daniels,LeShun,71,222,1995-06-04,Iowa,,,,,,,,,00-0033384
1995,DaniMa00,Daniels,Matt,73,211,1989-05-05,Duke,,,,,,,,,
1996,DaniMi00,Daniels,Mike,72,310,1989-05-05,Iowa,2012.0,132.0,4.84,,,,,,00-0029284
1997,DaniOw00,Daniels,Owen,75,245,1982-11-09,Wisconsin,2006.0,98.0,4.65,23.0,114.0,4.1,6.87,34.5,00-0024313
1998,DaniPh20,Daniels,Phillip,78,310,1973-03-04,Georgia,1996.0,99.0,,,,,,,00-0003874
1999,DaniSt20,Daniels,Stanley,75,328,1984-11-30,Washington,,,,,,,,,00-0024566
2000,DaniTo20,Daniels,Torrance,75,248,1981-12-27,Harding,,,,,,,,,00-0024157
2001,DaniTr20,Daniels,Travis,73,195,1982-09-08,LSU,2005.0,104.0,4.54,,120.0,3.97,6.95,35.0,00-0023539
2002,DansKa20,Dansby,Karlos,76,250,1981-11-03,Auburn,2004.0,33.0,4.58,,,,,,00-0022927
2003,DantWo00,Dantzler,Woodrow,70,209,1979-10-04,Clemson,,,,,,,,,00-0020973
2004,DarbAm00,Darboh,Amara,74,215,1994-02-01,Michigan,2017.0,106.0,4.45,17.0,124.0,,,36.0,00-0033937
2005,DarbCh20,Darby,Chartric,72,270,1975-10-22,South Carolina St.,,,,,,,,,00-0003888
2006,DarbKe00,Darby,Kenneth,70,214,1982-12-26,Alabama,2007.0,246.0,4.75,19.0,108.0,4.53,7.25,30.0,00-0025633
2007,DarbRo00,Darby,Ronald,71,193,1994-01-02,Florida St.,2015.0,50.0,4.38,12.0,129.0,4.14,6.94,41.5,00-0032195
2008,DarcJe20,Darche,Jean-Phillipe,72,246,1975-02-28,McGill,,,,,,,,,00-0019443
2009,DardTo20,Darden,Tony,72,193,1975-08-11,Texas Tech,1998.0,225.0,,,,,,,00-0003895
2010,DareMa00,Dareus,Marcell,75,331,1990-03-13,Alabama,2011.0,3.0,4.93,24.0,,4.62,7.83,27.0,00-0027941
2011,DariTr20,Darilek,Trey,77,310,1981-04-23,Texas-El Paso,2004.0,131.0,5.23,22.0,110.0,4.61,7.85,28.5,00-0022792
2012,DariDo20,Darius,Donovin,73,225,1975-08-12,Syracuse,1998.0,25.0,,,,,,,00-0003897
